Person,Age,Weight,Income,Pay Type,Car Value,CC Debt,Gender,Live Alone,Dwell Type,Mall Trips,Nbhd,Have Tried,Pay Type Hourly,Pay Type Salaried,Gender Female,Gender Male,Live Alone No,Live Alone Yes,Dwell Type Apt,Dwell Type Condo,Dwell Type Home,Have Tried No,Have Tried Yes
720,39,180,14900,Hourly,1470,330,Female,No,Home,5,West,Yes,1,0,1,0,1,0,0,0,1,0,1
721,29,159,69500,Hourly,8790,4500,Male,No,Apt,6,West,Yes,1,0,0,1,1,0,1,0,0,0,1
722,26,203,41700,Salaried,5860,3830,Female,No,Apt,6,West,Yes,0,1,1,0,1,0,1,0,0,0,1
723,53,184,22800,Salaried,3560,1210,Female,No,Condo,1,South,No,0,1,1,0,1,0,0,1,0,1,0
724,29,177,27900,Hourly,1660,940,Male,Yes,Apt,5,West,Yes,1,0,0,1,0,1,1,0,0,0,1
725,37,199,25300,Salaried,4890,0,Male,No,Condo,2,South,No,0,1,0,1,1,0,0,1,0,1,0
726,31,198,23300,Salaried,3640,1520,Male,No,Home,3,East,Yes,0,1,0,1,1,0,0,0,1,0,1
727,40,147,141100,Salaried,11670,220,Female,No,Condo,2,West,No,0,1,1,0,1,0,0,1,0,1,0
728,42,157,79700,Salaried,4310,1030,Female,No,Home,5,West,Yes,0,1,1,0,1,0,0,0,1,0,1
729,40,182,26800,Hourly,2050,650,Female,No,Home,3,South,No,1,0,1,0,1,0,0,0,1,1,0
730,35,207,46900,Hourly,2700,850,Female,No,Home,3,East,No,1,0,1,0,1,0,0,0,1,1,0
731,37,199,77600,Salaried,4590,1690,Male,No,Apt,4,West,Yes,0,1,0,1,1,0,1,0,0,0,1
732,39,205,48900,Salaried,3750,0,Male,No,Apt,1,West,Yes,0,1,0,1,1,0,1,0,0,0,1
733,51,212,19500,Hourly,4120,590,Male,No,Home,5,East,No,1,0,0,1,1,0,0,0,1,1,0
734,50,190,25800,Salaried,5320,2380,Male,Yes,Apt,5,South,Yes,0,1,0,1,0,1,1,0,0,0,1
735,37,224,90700,Hourly,4280,8080,Male,No,Home,8,South,Yes,1,0,0,1,1,0,0,0,1,0,1
736,25,197,57400,Salaried,5050,3770,Male,No,Condo,8,East,Yes,0,1,0,1,1,0,0,1,0,0,1
737,35,216,29600,Salaried,2530,3970,Male,No,Home,7,West,Yes,0,1,0,1,1,0,0,0,1,0,1
738,38,215,68900,Salaried,5070,1710,Male,No,Home,4,West,No,0,1,0,1,1,0,0,0,1,1,0
739,62,189,11200,Hourly,1500,480,Female,No,Home,3,East,No,1,0,1,0,1,0,0,0,1,1,0
740,25,200,41700,Hourly,1940,840,Male,No,Home,7,East,Yes,1,0,0,1,1,0,0,0,1,0,1
741,32,206,59000,Hourly,5890,500,Male,Yes,Apt,4,East,No,1,0,0,1,0,1,1,0,0,1,0
742,33,179,28000,Hourly,720,1300,Female,Yes,Apt,3,South,Yes,1,0,1,0,0,1,1,0,0,0,1
743,38,184,37500,Hourly,1920,900,Female,No,Condo,3,South,No,1,0,1,0,1,0,0,1,0,1,0
744,50,159,39700,Hourly,1870,2160,Female,No,Home,5,East,No,1,0,1,0,1,0,0,0,1,1,0
745,51,207,43700,Hourly,990,1060,Female,No,Home,5,West,Yes,1,0,1,0,1,0,0,0,1,0,1
746,30,207,47200,Hourly,8660,350,Female,No,Home,3,East,Yes,1,0,1,0,1,0,0,0,1,0,1
747,26,185,39500,Salaried,5780,4980,Female,No,Home,17,West,Yes,0,1,1,0,1,0,0,0,1,0,1
748,35,229,16800,Salaried,3200,620,Female,No,Home,4,East,Yes,0,1,1,0,1,0,0,0,1,0,1
749,36,213,33700,Hourly,3010,3110,Female,No,Condo,5,East,Yes,1,0,1,0,1,0,0,1,0,0,1
750,50,231,44400,Salaried,30710,2580,Female,No,Condo,5,West,Yes,0,1,1,0,1,0,0,1,0,0,1
751,62,154,40500,Hourly,5020,1180,Male,No,Home,2,East,No,1,0,0,1,1,0,0,0,1,1,0
752,44,206,48300,Salaried,13400,770,Female,No,Condo,5,West,Yes,0,1,1,0,1,0,0,1,0,0,1
753,52,156,33700,Hourly,2210,470,Female,Yes,Home,5,East,Yes,1,0,1,0,0,1,0,0,1,0,1
754,43,185,38800,Hourly,4660,1110,Male,Yes,Condo,3,West,No,1,0,0,1,0,1,0,1,0,1,0
755,52,190,35700,Hourly,3690,530,Female,No,Condo,3,West,Yes,1,0,1,0,1,0,0,1,0,0,1
756,45,187,55900,Salaried,3400,1910,Male,No,Home,10,East,Yes,0,1,0,1,1,0,0,0,1,0,1
757,57,208,25200,Hourly,6990,220,Male,Yes,Condo,2,South,No,1,0,0,1,0,1,0,1,0,1,0
758,38,180,65600,Salaried,11610,1520,Male,No,Condo,2,West,No,0,1,0,1,1,0,0,1,0,1,0
759,30,206,84200,Salaried,4760,3730,Male,Yes,Condo,7,West,Yes,0,1,0,1,0,1,0,1,0,0,1
760,43,182,48600,Hourly,2720,840,Male,No,Condo,2,South,No,1,0,0,1,1,0,0,1,0,1,0
761,38,144,34600,Salaried,16540,180,Male,No,Home,2,South,Yes,0,1,0,1,1,0,0,0,1,0,1
762,25,221,4400,Salaried,1030,1510,Male,No,Condo,11,West,Yes,0,1,0,1,1,0,0,1,0,0,1
763,36,183,43900,Salaried,8610,540,Female,Yes,Apt,4,West,Yes,0,1,1,0,0,1,1,0,0,0,1
764,26,205,57400,Salaried,9550,1170,Male,No,Apt,6,West,Yes,0,1,0,1,1,0,1,0,0,0,1
765,38,168,23300,Hourly,550,3460,Male,No,Home,4,West,Yes,1,0,0,1,1,0,0,0,1,0,1
766,34,174,19200,Salaried,3540,2560,Male,No,Condo,8,South,Yes,0,1,0,1,1,0,0,1,0,0,1
767,57,226,39400,Hourly,2760,600,Female,No,Home,2,West,Yes,1,0,1,0,1,0,0,0,1,0,1
768,35,155,75200,Salaried,8390,960,Male,No,Condo,11,South,Yes,0,1,0,1,1,0,0,1,0,0,1
769,25,204,41500,Hourly,5960,1240,Male,No,Home,6,West,Yes,1,0,0,1,1,0,0,0,1,0,1
770,33,208,37300,Hourly,1980,1570,Male,No,Home,8,West,Yes,1,0,0,1,1,0,0,0,1,0,1
771,30,164,75300,Salaried,17700,3650,Male,No,Apt,4,South,No,0,1,0,1,1,0,1,0,0,1,0
772,44,164,29200,Hourly,1090,1020,Male,No,Apt,2,East,No,1,0,0,1,1,0,1,0,0,1,0
773,42,182,12900,Hourly,2320,480,Male,No,Condo,3,East,No,1,0,0,1,1,0,0,1,0,1,0
774,31,188,88200,Salaried,3800,370,Male,No,Home,2,South,No,0,1,0,1,1,0,0,0,1,1,0
775,47,168,24300,Salaried,2730,200,Male,No,Condo,3,South,No,0,1,0,1,1,0,0,1,0,1,0
776,55,191,62000,Salaried,9630,440,Male,No,Apt,6,East,Yes,0,1,0,1,1,0,1,0,0,0,1
777,28,210,40100,Hourly,5420,960,Male,No,Condo,7,West,Yes,1,0,0,1,1,0,0,1,0,0,1
778,46,190,132000,Salaried,9940,370,Female,No,Home,3,East,No,0,1,1,0,1,0,0,0,1,1,0
779,33,234,37200,Hourly,2090,440,Female,No,Home,3,East,No,1,0,1,0,1,0,0,0,1,1,0
780,40,234,52600,Salaried,3090,4290,Female,Yes,Apt,9,West,Yes,0,1,1,0,0,1,1,0,0,0,1
781,47,203,35100,Hourly,4320,1800,Male,No,Apt,5,East,No,1,0,0,1,1,0,1,0,0,1,0
782,49,190,38300,Hourly,440,0,Male,No,Home,3,East,No,1,0,0,1,1,0,0,0,1,1,0
783,34,195,35600,Hourly,2450,770,Male,No,Home,4,West,No,1,0,0,1,1,0,0,0,1,1,0
784,38,159,54600,Salaried,10960,780,Female,No,Home,6,West,Yes,0,1,1,0,1,0,0,0,1,0,1
785,57,207,38500,Hourly,2760,2240,Male,No,Condo,4,South,No,1,0,0,1,1,0,0,1,0,1,0
786,29,214,108000,Salaried,9320,0,Female,No,Home,1,West,Yes,0,1,1,0,1,0,0,0,1,0,1
787,36,208,50100,Salaried,15690,1390,Male,No,Home,7,South,Yes,0,1,0,1,1,0,0,0,1,0,1
788,34,182,61100,Salaried,8220,1360,Male,No,Home,8,West,Yes,0,1,0,1,1,0,0,0,1,0,1
789,43,176,72000,Hourly,3300,3150,Male,No,Home,5,West,Yes,1,0,0,1,1,0,0,0,1,0,1
790,34,158,6800,Hourly,520,620,Male,No,Home,4,South,No,1,0,0,1,1,0,0,0,1,1,0
791,36,177,26800,Hourly,2270,740,Female,No,Home,1,West,No,1,0,1,0,1,0,0,0,1,1,0
792,47,174,57000,Hourly,3160,420,Male,No,Home,4,West,No,1,0,0,1,1,0,0,0,1,1,0
793,28,172,21600,Hourly,1930,280,Female,No,Home,4,South,Yes,1,0,1,0,1,0,0,0,1,0,1
794,33,167,42100,Hourly,1000,2370,Female,No,Home,5,West,Yes,1,0,1,0,1,0,0,0,1,0,1
795,35,166,57900,Salaried,20630,3470,Female,Yes,Home,4,West,Yes,0,1,1,0,0,1,0,0,1,0,1
796,51,189,74000,Salaried,3600,1870,Male,No,Home,6,West,Yes,0,1,0,1,1,0,0,0,1,0,1
797,58,182,47400,Hourly,1890,1620,Female,Yes,Home,4,South,No,1,0,1,0,0,1,0,0,1,1,0
798,28,165,77200,Salaried,10310,2640,Male,No,Home,10,West,Yes,0,1,0,1,1,0,0,0,1,0,1
799,24,205,136700,Hourly,5390,3210,Female,No,Condo,9,West,Yes,1,0,1,0,1,0,0,1,0,0,1
800,36,218,118700,Salaried,18540,3090,Female,No,Condo,7,South,Yes,0,1,1,0,1,0,0,1,0,0,1
801,32,224,22900,Hourly,1960,6290,Male,No,Home,6,West,Yes,1,0,0,1,1,0,0,0,1,0,1
802,31,192,30200,Hourly,1720,0,Male,No,Home,2,South,No,1,0,0,1,1,0,0,0,1,1,0
803,58,188,53100,Salaried,10540,220,Male,No,Condo,0,East,No,0,1,0,1,1,0,0,1,0,1,0
804,56,218,9500,Hourly,1470,500,Male,No,Home,3,East,No,1,0,0,1,1,0,0,0,1,1,0
805,25,207,50500,Salaried,12020,2340,Female,No,Home,8,South,Yes,0,1,1,0,1,0,0,0,1,0,1
806,48,163,36800,Hourly,3250,2540,Female,Yes,Apt,6,East,Yes,1,0,1,0,0,1,1,0,0,0,1
807,59,164,5800,Hourly,430,820,Female,Yes,Apt,4,East,No,1,0,1,0,0,1,1,0,0,1,0
808,32,236,41100,Salaried,7400,240,Female,Yes,Home,3,West,Yes,0,1,1,0,0,1,0,0,1,0,1
809,34,182,31800,Salaried,17860,1140,Male,No,Home,11,East,Yes,0,1,0,1,1,0,0,0,1,0,1
810,27,160,62000,Salaried,5430,460,Female,No,Apt,5,South,Yes,0,1,1,0,1,0,1,0,0,0,1
811,31,153,63800,Hourly,2020,460,Female,No,Apt,5,West,Yes,1,0,1,0,1,0,1,0,0,0,1
812,23,238,114200,Salaried,7120,3330,Male,No,Home,6,West,Yes,0,1,0,1,1,0,0,0,1,0,1
813,47,235,69700,Salaried,2000,6000,Female,No,Condo,7,West,Yes,0,1,1,0,1,0,0,1,0,0,1
814,40,233,14200,Hourly,1200,740,Female,No,Apt,2,West,No,1,0,1,0,1,0,1,0,0,1,0
815,55,189,21700,Salaried,1610,3050,Male,Yes,Condo,9,West,Yes,0,1,0,1,0,1,0,1,0,0,1
816,23,205,131400,Salaried,2570,810,Male,No,Condo,6,South,Yes,0,1,0,1,1,0,0,1,0,0,1
817,32,222,66800,Salaried,10430,2460,Male,No,Home,8,West,Yes,0,1,0,1,1,0,0,0,1,0,1
818,46,151,26900,Hourly,1760,6970,Female,No,Apt,10,East,Yes,1,0,1,0,1,0,1,0,0,0,1
819,27,164,118900,Salaried,25510,3220,Female,No,Apt,10,South,Yes,0,1,1,0,1,0,1,0,0,0,1
820,24,199,30200,Hourly,870,1620,Female,No,Apt,7,East,Yes,1,0,1,0,1,0,1,0,0,0,1
821,42,193,45800,Salaried,14620,900,Female,No,Home,3,South,No,0,1,1,0,1,0,0,0,1,1,0
822,43,171,63100,Hourly,1880,910,Male,No,Home,3,East,No,1,0,0,1,1,0,0,0,1,1,0
823,36,243,82400,Salaried,9770,670,Female,No,Condo,7,South,Yes,0,1,1,0,1,0,0,1,0,0,1
824,27,189,30000,Salaried,1270,1170,Female,No,Home,6,West,Yes,0,1,1,0,1,0,0,0,1,0,1
825,29,195,34800,Hourly,600,1500,Female,No,Home,8,South,Yes,1,0,1,0,1,0,0,0,1,0,1
826,40,183,54600,Salaried,10780,300,Female,Yes,Apt,2,East,No,0,1,1,0,0,1,1,0,0,1,0
827,49,185,26800,Salaried,9100,950,Female,No,Home,1,South,No,0,1,1,0,1,0,0,0,1,1,0
828,47,186,26300,Hourly,2330,8960,Female,No,Home,6,West,Yes,1,0,1,0,1,0,0,0,1,0,1
829,64,175,19500,Hourly,2050,0,Male,No,Home,2,South,No,1,0,0,1,1,0,0,0,1,1,0
830,31,180,15500,Hourly,2000,2420,Female,No,Home,5,West,Yes,1,0,1,0,1,0,0,0,1,0,1
831,30,176,44000,Salaried,3660,960,Male,No,Home,5,West,Yes,0,1,0,1,1,0,0,0,1,0,1
832,35,203,35200,Salaried,9080,410,Female,No,Home,6,West,Yes,0,1,1,0,1,0,0,0,1,0,1
833,60,196,29300,Hourly,510,1890,Female,Yes,Apt,5,West,No,1,0,1,0,0,1,1,0,0,1,0
834,27,183,32500,Hourly,1380,310,Female,No,Home,0,East,No,1,0,1,0,1,0,0,0,1,1,0
835,37,192,80800,Salaried,5760,1200,Male,No,Home,2,South,Yes,0,1,0,1,1,0,0,0,1,0,1
836,36,215,50100,Hourly,1790,1640,Male,No,Home,7,West,Yes,1,0,0,1,1,0,0,0,1,0,1
837,54,176,66700,Hourly,3300,950,Male,No,Home,4,West,No,1,0,0,1,1,0,0,0,1,1,0
838,31,213,28600,Salaried,2110,480,Female,No,Condo,3,South,Yes,0,1,1,0,1,0,0,1,0,0,1
839,33,149,61900,Salaried,6380,600,Male,No,Home,2,East,No,0,1,0,1,1,0,0,0,1,1,0
840,55,199,15000,Salaried,1210,1540,Female,Yes,Apt,1,East,No,0,1,1,0,0,1,1,0,0,1,0
841,37,205,26600,Hourly,2820,520,Female,No,Home,3,South,No,1,0,1,0,1,0,0,0,1,1,0
842,41,218,48400,Salaried,4670,210,Female,No,Condo,4,West,Yes,0,1,1,0,1,0,0,1,0,0,1
843,56,201,66800,Hourly,5570,2470,Male,No,Condo,2,South,No,1,0,0,1,1,0,0,1,0,1,0
844,44,206,63600,Hourly,4660,200,Female,Yes,Apt,6,South,Yes,1,0,1,0,0,1,1,0,0,0,1
845,35,170,94700,Salaried,6850,1690,Female,No,Condo,6,West,Yes,0,1,1,0,1,0,0,1,0,0,1
846,47,184,41200,Salaried,10730,2170,Female,Yes,Home,9,East,Yes,0,1,1,0,0,1,0,0,1,0,1
847,42,171,50700,Hourly,880,840,Male,No,Home,4,South,No,1,0,0,1,1,0,0,0,1,1,0
848,24,197,58100,Hourly,5150,1360,Female,No,Home,8,West,Yes,1,0,1,0,1,0,0,0,1,0,1
849,27,174,28800,Hourly,3080,4550,Male,No,Apt,11,West,Yes,1,0,0,1,1,0,1,0,0,0,1
850,44,177,10500,Hourly,850,900,Female,No,Home,10,West,Yes,1,0,1,0,1,0,0,0,1,0,1
851,50,183,51300,Hourly,3440,230,Female,Yes,Condo,3,East,No,1,0,1,0,0,1,0,1,0,1,0
852,50,245,101300,Salaried,3270,970,Female,No,Apt,2,South,No,0,1,1,0,1,0,1,0,0,1,0
853,36,227,25300,Salaried,3690,5170,Female,No,Condo,8,West,Yes,0,1,1,0,1,0,0,1,0,0,1
854,32,192,50400,Salaried,6930,1150,Male,No,Condo,5,East,Yes,0,1,0,1,1,0,0,1,0,0,1
855,41,166,9000,Salaried,1170,700,Male,No,Apt,5,West,Yes,0,1,0,1,1,0,1,0,0,0,1
856,61,180,35300,Hourly,1710,1540,Female,No,Home,3,South,No,1,0,1,0,1,0,0,0,1,1,0
